/obj/machinery/constructable_frame/machine_frame    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/salvageable/os/computer    blacklisted=1    spawn_value=3.93939   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/salvageable/os/implant_container    blacklisted=1    spawn_value=1.9697   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/salvageable/os/data    blacklisted=1    spawn_value=3.93939   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/salvageable/os/server    blacklisted=1    spawn_value=3.93939   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/salvageable/os/console    blacklisted=1    spawn_value=1.9697   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/salvageable/os/console_broken    blacklisted=1    spawn_value=3.93939   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/satellite/science    blacklisted=0    spawn_value=10   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/satellite    blacklisted=0    spawn_value=10   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/dispenser/oxygen    blacklisted=0    spawn_value=10   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/dispenser/plasma    blacklisted=0    spawn_value=4   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/dispenser    blacklisted=0    spawn_value=2   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/wire_splicing    blacklisted=0    spawn_value=10   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/reagent_dispensers/biomatter/large    blacklisted=1    spawn_value=9.34669   spawn_price=5   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/reagent_dispensers/biomatter    blacklisted=1    spawn_value=9.34669   spawn_price=5   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/reagent_dispensers/watertank/derelict    blacklisted=1    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/reagent_dispensers/watertank/huge/derelict    blacklisted=1    spawn_value=3.06729   spawn_price=400   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/reagent_dispensers/watertank/huge    blacklisted=0    spawn_value=3.06729   spawn_price=400   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/reagent_dispensers/watertank    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/reagent_dispensers/fueltank/derelict    blacklisted=1    spawn_value=7.75008   spawn_price=800   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/reagent_dispensers/fueltank/huge/derelict    blacklisted=1    spawn_value=3.01167   spawn_price=1600   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/reagent_dispensers/fueltank/huge    blacklisted=0    spawn_value=3.01167   spawn_price=1600   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/reagent_dispensers/fueltank    blacklisted=0    spawn_value=7.75008   spawn_price=800   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/reagent_dispensers/peppertank    blacklisted=1    spawn_value=9.34669   spawn_price=5   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/reagent_dispensers/water_cooler    blacklisted=1    spawn_value=9.34669   spawn_price=5   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/reagent_dispensers/beerkeg    blacklisted=1    spawn_value=7.76695   spawn_price=750   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/reagent_dispensers/cahorsbarrel    blacklisted=1    spawn_value=7.69231   spawn_price=1000   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/reagent_dispensers/virusfood    blacklisted=1    spawn_value=9.34669   spawn_price=5   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/reagent_dispensers/acid    blacklisted=1    spawn_value=9.34669   spawn_price=5   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/reagent_dispensers/bidon/advanced    blacklisted=0    spawn_value=1.64747   spawn_price=5   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/reagent_dispensers/bidon    blacklisted=0    spawn_value=6.36984   spawn_price=5   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/reagent_dispensers/coolanttank    blacklisted=0    spawn_value=9.34669   spawn_price=5   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/ore_box    blacklisted=0    spawn_value=10   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/large    blacklisted=0    spawn_value=13.3333   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/medical/large/beacon    blacklisted=0    spawn_value=4.66853   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/medical/large    blacklisted=0    spawn_value=4.66853   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/medical    blacklisted=0    spawn_value=4   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/vehicle/large/beacon    blacklisted=0    spawn_value=6.66667   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/vehicle/large    blacklisted=0    spawn_value=6.66667   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/vehicle    blacklisted=0    spawn_value=6.0024   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/food/large/beacon    blacklisted=0    spawn_value=13.3333   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/food/large    blacklisted=0    spawn_value=13.3333   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/food    blacklisted=0    spawn_value=17.331   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/guns/large/beacon    blacklisted=0    spawn_value=1   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/guns/large    blacklisted=0    spawn_value=1   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/guns    blacklisted=0    spawn_value=1   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/science/large/beacon    blacklisted=0    spawn_value=4.66853   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/science/large    blacklisted=0    spawn_value=4.66853   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/science    blacklisted=0    spawn_value=4   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/cloth/large/beacon    blacklisted=0    spawn_value=8.67303   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/cloth/large    blacklisted=0    spawn_value=8.67303   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/cloth    blacklisted=0    spawn_value=10   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/poor/large/beacon    blacklisted=0    spawn_value=33.3333   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/poor/large    blacklisted=0    spawn_value=33.3333   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/poor/structure/beacon    blacklisted=0    spawn_value=30.03   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/poor/structure    blacklisted=0    spawn_value=30.03   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner/poor    blacklisted=0    spawn_value=40   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/structure/scrap_spawner    blacklisted=0    spawn_value=13.3333   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
