paths    spawn_tags    blacklisted    spawn_value    spawn_price    prob_accompanying_obj    all_accompanying_obj
/obj/item/weapon/tool/knife/butterfly    obj;item;weapon;knife;contraband    blacklisted=0    spawn_value=3.80213   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/knife/switchblade    obj;item;weapon;knife;contraband    blacklisted=0    spawn_value=3.19478   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/knife    obj;item;weapon;knife    blacklisted=0    spawn_value=8.84875   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/bonesetter    obj;item;surgery_tool;medical    blacklisted=0    spawn_value=8.84875   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/cautery    obj;item;surgery_tool;medical    blacklisted=0    spawn_value=8.84875   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/crowbar/improvised    obj;item;junk_tool;junk    blacklisted=0    spawn_value=30.2936   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/crowbar/onestar    obj;item;tool;os_tool;onestar    blacklisted=1    spawn_value=8.84875   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/crowbar/pneumatic    obj;item;tool;tool_advanced    blacklisted=0    spawn_value=3.8329   spawn_price=123   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/crowbar    obj;item;tool    blacklisted=0    spawn_value=18.8643   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/hammer/homewrecker    obj;item;junk_tool;junk    blacklisted=0    spawn_value=3.00291   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/hammer/powered_hammer/onestar_hammer    obj;item;tool;os_tool;onestar    blacklisted=1    spawn_value=8.27136   spawn_price=123   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/hammer/powered_hammer    obj;item;tool    blacklisted=0    spawn_value=3.8329   spawn_price=123   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/hammer/mace/makeshift    obj;item;junk_tool;junk    blacklisted=0    spawn_value=3.19478   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/hammer/mace    obj;item;weapon    blacklisted=0    spawn_value=6.13458   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/hammer/charge    obj;item;tool    blacklisted=0    spawn_value=0.391812   spawn_price=123   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/hammer    obj;item;tool    blacklisted=0    spawn_value=15.8704   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/hemostat    obj;item;surgery_tool;medical    blacklisted=0    spawn_value=8.84875   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/omnitool    obj;item;tool;tool_advanced    blacklisted=0    spawn_value=1.0101   spawn_price=1000   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/medmultitool    obj;item;tool;os_tool;onestar    blacklisted=1    spawn_value=8.84875   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/pickaxe/onestar    obj;item;tool;os_tool;onestar    blacklisted=1    spawn_value=8.84875   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/pickaxe/jackhammer/onestar    obj;item;tool;os_tool;onestar    blacklisted=1    spawn_value=8.27136   spawn_price=123   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/pickaxe/jackhammer    obj;item;tool    blacklisted=0    spawn_value=1.99641   spawn_price=123   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/pickaxe/drill/onestar    obj;item;tool;os_tool;onestar    blacklisted=1    spawn_value=8.84875   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/pickaxe/drill    obj;item;tool    blacklisted=0    spawn_value=2.02836   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/pickaxe/diamonddrill/rig    obj;item;tool;tool_advanced    blacklisted=1    spawn_value=1.02774   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/pickaxe/diamonddrill    obj;item;tool;tool_advanced    blacklisted=0    spawn_value=1.02774   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/pickaxe/excavation    obj;item;tool    blacklisted=0    spawn_value=2.02836   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/pickaxe    obj;item;tool    blacklisted=0    spawn_value=3.95241   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/retractor    obj;item;surgery_tool;medical    blacklisted=0    spawn_value=8.84875   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/saw/improvised    obj;item;junk_tool;junk    blacklisted=0    spawn_value=23.2502   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/saw/circular/advanced    obj;item;surgery_tool;medical    blacklisted=1    spawn_value=4.5764   spawn_price=71   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/saw/circular    obj;item;surgery_tool;medical    blacklisted=0    spawn_value=8.43792   spawn_price=71   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/saw/chain    obj;item;tool;tool_advanced    blacklisted=0    spawn_value=1.02774   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/saw/hyper    obj;item;tool;tool_advanced    blacklisted=0    spawn_value=1.01947   spawn_price=123   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/saw    obj;item;tool    blacklisted=0    spawn_value=8.84875   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/scalpel/advanced    obj;item;surgery_tool;medical    blacklisted=0    spawn_value=4.69461   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/scalpel/laser    obj;item;surgery_tool;medical    blacklisted=0    spawn_value=3.13959   spawn_price=71   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/scalpel    obj;item;surgery_tool;medical    blacklisted=0    spawn_value=8.84875   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/shiv    obj;item;junk_tool;junk    blacklisted=0    spawn_value=8.84875   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/screwdriver/improvised    obj;item;junk_tool;junk    blacklisted=0    spawn_value=23.2502   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/screwdriver/electric    obj;item;tool    blacklisted=0    spawn_value=3.86828   spawn_price=71   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/screwdriver/combi_driver/onestar    obj;item;tool;os_tool;onestar    blacklisted=1    spawn_value=8.43792   spawn_price=71   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/screwdriver/combi_driver    obj;item;tool;tool_advanced    blacklisted=0    spawn_value=2.00597   spawn_price=71   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/screwdriver    obj;item;tool    blacklisted=0    spawn_value=13.6967   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/shovel/improvised    obj;item;junk_tool;junk    blacklisted=0    spawn_value=15.8704   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/shovel/spade    obj;item;tool    blacklisted=0    spawn_value=4.8778   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/shovel/power    obj;item;tool    blacklisted=0    spawn_value=1.99641   spawn_price=123   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/shovel    obj;item;tool    blacklisted=0    spawn_value=9.17344   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/broken_bottle    obj;item;junk_tool;junk    blacklisted=0    spawn_value=8.84875   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/nailstick    obj;item;junk_tool;junk    blacklisted=0    spawn_value=8.84875   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/hatchet    obj;item;tool    blacklisted=0    spawn_value=8.84875   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/fireaxe    obj;item;tool    blacklisted=0    spawn_value=2.02836   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/minihoe    obj;item;tool    blacklisted=0    spawn_value=8.84875   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/scythe    obj;item;weapon;knife    blacklisted=0    spawn_value=3.19478   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/chainofcommand    obj;item;tool    blacklisted=1    spawn_value=8.84875   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/surgicaldrill    obj;item;surgery_tool;medical    blacklisted=0    spawn_value=8.43792   spawn_price=71   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/tape_roll/web    obj;item;junk_tool;junk    blacklisted=0    spawn_value=30.2936   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/tape_roll/fiber    obj;item;tool;tool_advanced    blacklisted=0    spawn_value=3.16193   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/tape_roll/glue    obj;item;tool    blacklisted=0    spawn_value=18.8643   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/tape_roll    obj;item;tool    blacklisted=0    spawn_value=18.8643   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/weldingtool/improvised    obj;item;junk_tool;junk    blacklisted=0    spawn_value=18.8643   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/weldingtool/advanced    obj;item;tool;tool_advanced    blacklisted=0    spawn_value=3.95241   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/weldingtool/onestar    obj;item;tool;os_tool;onestar    blacklisted=1    spawn_value=8.84875   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/weldingtool    obj;item;tool    blacklisted=0    spawn_value=13.6967   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/wirecutters/improvised    obj;item;junk_tool;junk    blacklisted=0    spawn_value=13.6967   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/wirecutters/armature    obj;item;tool;tool_advanced    blacklisted=0    spawn_value=3.95241   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/wirecutters/pliers    obj;item;tool    blacklisted=0    spawn_value=7.51821   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/wirecutters    obj;item;tool    blacklisted=0    spawn_value=7.51821   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/wrench/improvised    obj;item;junk_tool;junk    blacklisted=0    spawn_value=23.2502   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/wrench/big_wrench    obj;item;tool;tool_advanced    blacklisted=0    spawn_value=3.95241   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/wrench    obj;item;tool    blacklisted=0    spawn_value=13.6967   spawn_price=20   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/tool/plunger    obj;item;tool    blacklisted=0    spawn_value=8.54776   spawn_price=50   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/pill_bottle/happy    obj;item;contraband    blacklisted=0    spawn_value=4   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/pill_bottle/zoom    obj;item;contraband    blacklisted=0    spawn_value=4   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/pill_bottle/antitox    obj;item;medicine;medical    blacklisted=0    spawn_value=8.23308   spawn_price=140   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/pill_bottle/bicaridine    obj;item;medicine;medical    blacklisted=0    spawn_value=8.23308   spawn_price=140   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/pill_bottle/dexalin_plus    obj;item;medicine;medical    blacklisted=0    spawn_value=8.23308   spawn_price=140   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/pill_bottle/dermaline    obj;item;medicine;medical    blacklisted=0    spawn_value=8.23308   spawn_price=140   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/pill_bottle/dylovene    obj;item;medicine;medical    blacklisted=0    spawn_value=8.23308   spawn_price=140   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/pill_bottle/inaprovaline    obj;item;medicine;medical    blacklisted=0    spawn_value=8.23308   spawn_price=140   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/pill_bottle/kelotane    obj;item;medicine;medical    blacklisted=0    spawn_value=8.23308   spawn_price=140   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/pill_bottle/spaceacillin    obj;item;medicine;medical    blacklisted=0    spawn_value=8.23308   spawn_price=140   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/pill_bottle/tramadol    obj;item;medicine;medical;contraband    blacklisted=0    spawn_value=5.83222   spawn_price=140   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/pill_bottle/citalopram    obj;item;medicine;medical    blacklisted=0    spawn_value=8.23308   spawn_price=140   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/pill_bottle/prosurgeon    obj;item;medicine;medical    blacklisted=0    spawn_value=4.51546   spawn_price=140   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/pill_bottle/dice    obj;item    blacklisted=0    spawn_value=10   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/disks    obj;item;storage;box    blacklisted=0    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/survival/extended    obj;item;storage;box    blacklisted=0    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/survival    obj;item;storage;box    blacklisted=0    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/gloves    obj;item;storage;box    blacklisted=0    spawn_value=4.43576   spawn_price=350   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/masks    obj;item;storage;box    blacklisted=0    spawn_value=4.57769   spawn_price=70   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syringes    obj;item;storage;box    blacklisted=0    spawn_value=4.51546   spawn_price=140   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syringegun    obj;item;storage;box    blacklisted=0    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/beakers    obj;item;storage;box    blacklisted=0    spawn_value=13.9685   spawn_price=144.2   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/bodybags    obj;item;storage;box    blacklisted=0    spawn_value=4.57769   spawn_price=70   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/injectors    obj;item;storage;box    blacklisted=0    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/shotgunammo/slug    obj;item;guns;ammo;ammmo_storage;ammmo_storage_shotgun;ammo_common    blacklisted=0    spawn_value=4.37731   spawn_price=700   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/shotgunammo/blanks    obj;item;guns;ammo;ammmo_storage;ammmo_storage_shotgun    blacklisted=0    spawn_value=1.89232   spawn_price=700   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/shotgunammo/beanbags    obj;item;guns;ammo;ammmo_storage;ammmo_storage_shotgun;ammo_common    blacklisted=0    spawn_value=7.78507   spawn_price=700   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/shotgunammo/buckshot    obj;item;guns;ammo;ammmo_storage;ammmo_storage_shotgun    blacklisted=0    spawn_value=6.18234   spawn_price=700   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/shotgunammo/flashshells    obj;item;guns;ammo;ammmo_storage;ammmo_storage_shotgun    blacklisted=0    spawn_value=2.33399   spawn_price=700   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/shotgunammo/practiceshells    obj;item;guns;ammo;ammmo_storage;ammmo_storage_shotgun;ammo_common    blacklisted=0    spawn_value=1.89232   spawn_price=700   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/sniperammo    obj;item;guns;ammo;ammmo_storage    blacklisted=0    spawn_value=1.21951   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/flashbangs    obj;item;storage;box    blacklisted=0    spawn_value=1.59887   spawn_price=350   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/teargas    obj;item;storage;box    blacklisted=0    spawn_value=1.90559   spawn_price=300   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/emps    obj;item;storage;box    blacklisted=0    spawn_value=1.60262   spawn_price=250   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/frag    obj;item;storage;box    blacklisted=0    spawn_value=1.60511   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/explosive    obj;item;storage;box    blacklisted=0    spawn_value=1.38311   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/smokes    obj;item;storage;box    blacklisted=0    spawn_value=4.4647   spawn_price=250   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/anti_photons    obj;item;storage;box    blacklisted=0    spawn_value=1.60262   spawn_price=250   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/incendiary    obj;item;storage;box    blacklisted=0    spawn_value=1.66667   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/trackimp    obj;item;storage;box    blacklisted=0    spawn_value=1.66667   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/chemimp    obj;item;storage;box    blacklisted=1    spawn_value=1.66667   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/rxglasses    obj;item;storage;box    blacklisted=0    spawn_value=4.47984   spawn_price=210   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/drinkingglasses    obj;item;storage;box    blacklisted=0    spawn_value=8.4903   spawn_price=60   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/cdeathalarm_kit    obj;item;storage;box    blacklisted=0    spawn_value=2   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/condimentbottles    obj;item;storage;box    blacklisted=0    spawn_value=4.57769   spawn_price=70   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/cups    obj;item;storage;box    blacklisted=0    spawn_value=4.57769   spawn_price=70   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/donkpockets    obj;item;storage;box    blacklisted=0    spawn_value=8.4903   spawn_price=60   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/sinpockets    obj;item;storage;box    blacklisted=0    spawn_value=4.59176   spawn_price=60   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/monkeycubes    obj;item;storage;box    blacklisted=0    spawn_value=4.50936   spawn_price=150   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/ids    obj;item;storage;box    blacklisted=0    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/handcuffs    obj;item;storage;box    blacklisted=0    spawn_value=7.8129   spawn_price=630   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/mousetraps    obj;item;storage;box    blacklisted=0    spawn_value=4.79729   spawn_price=7   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/pillbottles    obj;item;storage;box    blacklisted=0    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/snappops    obj;item;storage;box    blacklisted=0    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/matches    obj;item;storage;box;junk    blacklisted=0    spawn_value=16.6667   spawn_price=10   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/autoinjectors    obj;item;storage;box    blacklisted=0    spawn_value=8.23308   spawn_price=140   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/lights/bulbs    obj;item;storage;box;junk    blacklisted=0    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/lights/tubes    obj;item;storage;box;junk    blacklisted=0    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/lights/mixed    obj;item;storage;box;junk    blacklisted=0    spawn_value=15.015   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/lights    obj;item;storage;box;junk    blacklisted=0    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/data_disk/basic    obj;item;storage;box    blacklisted=0    spawn_value=8.44231   spawn_price=70   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/data_disk    obj;item;storage;box    blacklisted=0    spawn_value=3.10144   spawn_price=175   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/headset/church    obj;item;storage;box    blacklisted=1    spawn_value=4.79729   spawn_price=7   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/headset    obj;item;storage;box    blacklisted=0    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/donut/empty    obj;item;storage;box    blacklisted=0    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/donut    obj;item;storage;box    blacklisted=0    spawn_value=4.59176   spawn_price=60   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndicate    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/imp_freedom    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/imp_compress    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/imp_explosive    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/imp_spying    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/imp_uplink    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/space    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/chameleon    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/clerical    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/spy    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/dartgun    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/pistol    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/c20r    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/revolver    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/sts35    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/pug    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/antimaterial_rifle    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/toxin    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/cigarette    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/ewar_voice    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/spy_sensor    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/syndie_kit/randomstim    obj;item;storage;box    blacklisted=1    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/holobadge    obj;item;storage;box    blacklisted=0    spawn_value=5   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/weapon/storage/box/swabs    obj;item;storage;box    blacklisted=0    spawn_value=4.57769   spawn_price=70   prob_accompanying_obj=100    accompanying_objs=nothing
